DM_EVENT.date_ops_start,DM_ACTIVITY.activity_code,DM_ACTIVITY.activity_memo
18/05/2014,F1,"Cont to drill 6-1/8"" hole from 4071 m to hole TD at 4324 mMD/3024.92 mVD w/ 1.58 SG SDF. No losses. BHCT 164?C. BG 2%. Gas peak: 29.83%@4277.5 mMD/2897.3 mTVD. Well path: 152.15 m right and 22.08 m above to the plan Formation: Top FM2A@3850 mMD/2638.53 mVD: 35-90% CLYST, 10-65% SST, 0-5% Coal Drilling parameters : Rotate: WOB 10-12 klbs, 875 lpm, SPP(UG/FG)3500/3900 psi, 200 rpm, 8-9/10-11 kft-lbs (off/on btm). Rotate: 252.1 m/7.79 hrs. Avg ROP 32.36 m/hr. P/U 220 klbs, S/O 130 klbs, R/T 166 klbs. - BHA rotary tendency walk slightly to right & slightly build. - At TD, mud cooler temp in/out:44/41 degC, flow line temp 57 degC.  - At 4255 m, observe 0.95 m3/hr losses & well ballooning while making connection. Reduce flow rate from 980 lpm to 850 lpm to minimize ECD.  - At 4200 m, raise MW in stage from 1.56 to 1.58 SG at 2950 mVD. - Hole size from propane lag check first/peak: 6.21""/6.26"" - Observe gas peak 18% from 4286 mMD/2994.41 mVD. Asset team dicide to extend TD for 10 mMD due to logging purpose."
18/05/2014,C1,"Cont to RIH 7"" casing from 330 m to 2250 m. Total loss 4.68 m3.   ===00:00 - 06:00 Operations=== 00:00 - 03:00 Cont to RIH 7"" casing from 2250 m to 2811 m. Total loss 3.66 m3.  Note: HUD at 2605, wash down to pass 2605 m. HUD at 2800 m, wash down from 2800 to 2811 m with difficulty. 03:00 - 04:15 M/U casing hanger. Wash down 7""casing from 2811 m to land hanger with 800 lpm, 850 psi (String wt 126 klbs). Float collar @ 2829.35 m, Float shoe @ 2842.21 mMD (1812.73 mTVD). Total run: 225 jts of 7"" casing, 29#, TPCQ, L80, R3 + 1 Float shoe assy. + 1 Float collar assy. Note: Difficult to wash down till land hanger. 04:15 - 04:30 Hold PJSM. Rig up cement head & lines. 04:30 - 06:00 Establish circulation prior to cement job (1000 lpm, 600 psi)."
18/05/2014,C1,"Cont to RIH 7"" casing from 2250 m to 2811 m. Total loss 3.66 m3.  Note: HUD at 2605, wash down to pass 2605 m. HUD at 2800 m, wash down from 2800 to 2811 m with difficulty."
18/05/2014,C2,"Drop top plug. Cement unit displace cement with 1.59 m3 of SW. Rig cont to displace with 52.68 m3 of SW (800 - 480 lpm). Swith to cement unit, pump 0.8 m3 of SW. Bump plug & pressure test casing to 4500 psi/10 min. (Actual/ Calc diff press 1290/960 psi). CIP at 10:25 hrs. Bleed off pressure - Float holding. Total losses while cementing 3.8 m3. No cement on surface. Estimated TOC from losses & hole size 11.7"": 971 m."
18/05/2014,C2,"Mix and pump 87.4 m3 of 1.50 SG and 8.68 m3 of 1.90 SG slurry with 920-636 lpm (use 11.7""hole size for calculation). No losses."
18/05/2014,FN9C,Change out MWD sensor on T-connection of kelly hose.  ===00:00 - 06:00 Operations=== 00:00 - 06:00 Drill 6 1/8” hole (AGS/MWD) from 2849 m to 3010 mMD/1950 mTVD w/ 1.2 SG SDF. No losses. Well path: 1.68 m right and 1.25 m above to the plan.
18/05/2014,F1,"Drill 6 1/8” hole (AGS/MWD) from 2849 m to 3403 mMD/2275.8 mTVD w/ 1.4 SG SDF. No losses. BHCT 121?C. BG 1.0%. Gas peak: 26.22%@3165.5 mMD/2080.8 mTVD. Formation: Top FM2C@2846 mMD/1815.86 mVD: 55-95% CLYST, 5-45% SST, 0-5% Coal Well path: 33.67 m right and 2.77 m below to the plan Drilling parameters : Rotate: WOB 8-14 klbs, 1000 lpm, SPP(UG/FG) 4320/3430 psi, 80-150 rpm, 8-9/12-13 kft-lbs (off/on btm). Rotate: 554 m/16.86 hrs. Avg ROP 32.86 m/hr. P/U 184 klbs, S/O 104 klbs, R/T 135 klbs. - BHA tendency walk strongly to right & slightly drop. - Asset team decide to revise target B&C. - Increase MW from 1.20 SG to 1.25 SG before reaching 2100 mTVD. - Increase MW to 1.30 SG before reaching 2150 mTVD. - Increase MW to 1.35 SG before reaching 2200 mTVD. - Increase MW to 1.40 SG before reaching 2250 mTVD.  ===00:00 - 06:00 Operations=== 00:00 - 06:00  Cont to drill 6-1/8"" hole from 3403 m to 3506 mMD/2360 mTVD. No losses. Well path: 47.3 m right and 1.97 m below to the plan"
18/05/2014,P4F,"Install cement bonet & cement head.  ***Rig released from BK-31-R to BK-31-H @ 12:00 hrs on 14th June 2014. Total Days on well/AFE = 13.65/11.18 days.***  +++Offline Operation+++ 12:15 - 12:30 hrs BJ flush line and pressure test line to 5,000 psi- ok. 12:30 - 21:15 hrs. Circulate prior to cement job (633 lpm, 1450 psi). No losses. Circ until MW in/out = 1.59 SG. Temp out stable at 60.4?C. Max gas 28%. 21:15 - 22:45 hrs. Rig pump 1.59 m3 of base oil and 50 m3 of 1.62 SG MCS-GS spacer (633 lpm, 1330 psi), No losses. 22:45 - 23:45 hrs. Line up to Cement unit. Mix and pump 29.42 m3 of 1.74 SG Single slurry, pump rate 715 lpm (used 6.24"" hole size for calc). BJ Flush cement line 3.18 m3 of SW overboard and displace line with 0.8 m3 of 1.13 SG Retarded Brine. No losses. 23:45 - 00:00 hrs. Drop plug. Displace cement with 1.13 SG Retarded brine. ==15 June 2014== 00:00 - 01:30 Cont to displace with 19.46 m3 of 1.13 SG Retarded Brine (477-159 lpm), Bump plug with 2815 psi/159 lpm. P-Test tubing to 4500 psi/10 min. CIP at 00:45 hrs. Perform inflow test 2000/1000 psi for 10 min. Bleed off - no back flow. Close annulus valve, Leave DHSV and cement head open. Note: - No losses during cement job.           - Pure spacer return to surface 20.89 m3.          - Estimate TOC @ 2159 m (Volumetric). Planned TOC 2142 m."
18/05/2014,F1,"Drill 6 1/8” hole (AGS/MWD) from 3403 m to 3945 mMD/2714.6 mTVD w/ 1.4 SG SDF. No losses. BHCT 154?C. BG 1%. Gas peak: 46.08%@3686.5 mMD/2506.5 mTVD. Formation: Top FM2C@2846 mMD/1815.86 mVD: 55-95% CLYST, 5-45% SST, 0-5% Coal Top FM2B@3550 mMD/2396.20 mVD: 55-90% CLYST, 10-45% SST, 0-5% Coal Top FM2A@3850 mMD/2638.53 mVD: 45-80% CLYST, 20-55% SST, 0-5% Coal Well path: 100.45 m right and 13.57 m above to the plan Drilling parameters : Rotate: WOB 9-11 klbs, 1000 lpm, SPP(UG/FG) 3750/4190 psi, 150-200 rpm, 8-9/10-13 kft-lbs (off/on btm). Rotate: 542 m/18.25 hrs. Avg ROP 29.70 m/hr. P/U 201 klbs, S/O 117 klbs, R/T 144 klbs. - BHA rotary tendency walk slightly to right & slightly build. - At 3945 m, mud cooler temp in/out:45/43 degC, flow line temp 59 degC.   ===00:00 - 06:00 Operations=== 00:00 - 04:30 Drill 6 1/8” hole (AGS/MWD) from 3945 m to 4071 mMD/2817.87 mTVD w/ 1.4 SG SDF. Well path: 115 m right and 16 m above to the plan - At 4056 m, observe gas peak 62%, BG 2% - slow down pump to accommodate gas & circulate gas out to 14%, observe no increase in return flow, resume drilling.  04:30 - 05:15 Observe return flow rapidly increased & gas on surface. Shut in well. SICP = 780 psi. 05:15 - 06:00 Circulate gas out using 1st circulation driller method. "
18/05/2014,FN1A,"Observe hole packed off - Pressure shoot up 300 psi & no return. Reduce flow rate from 2600 lpm to 1000 lpm and work string to establised return.Total loss 29.26 m3.  ===00:00 - 06:00 Operations=== 00:00 - 01:15 Establish circulation in stage to 2700 lpm, 2200 psi - good return & no losses. Observe lot of cutting on shale shaker after bottom up.  01:15 - 01:45 Cont to back ream out of hole from 1901 m to 1870 m (2650 lpm, 2150 psi). 01:45 - 02:30 Observe hole packed off - Pressure shoot up 300 psi & no return. Attempt to get return by working & reciprocating the string and reduce flow rate to from 2600 lpm to 1280 lpm, - neg 02:30 - 03:15 Ream down from 1870 m to 1903 m. Work string with 1000 lpm flow rate to established return. Total loss 65.2 m3. 03:15 - 04:15 Establish circulation in stage to 2650 lpm, 1900 psi - good return & no losses. Observe lot of cutting on shale shaker after bottom up.  04:15 - 06:00 Cont to back ream out of hole from 1903 m to 1840 m(2650 lpm, 1865 psi)."
18/05/2014,FN1A,"Establish circulation in stage to 2650 lpm, 2150 psi - good return & no losses. Observe much cutting on shale shaker after bottom up. "
18/05/2014,FN1A,Observe hole packed off - Pressure shoot up 300 psi & no return.  Reduce flow rate from 2600 lpm to 1300 lpm and work string to establised return. Total loss 14.31 m3.
18/05/2014,FN1A,Observe hole packed off - Pressure shoot up by 350 psi & no return. Reduce flow rate from 2600 lpm to 1280 lpm and work string to establised return. Total loss 69.96 m3.
18/05/2014,FN1A,"Establish circulation in stage to 2680 lpm, 2150 psi - good return & no losses. Circulate bottoms up, Sweep hole. Circulate Hi-vis out of hole - observe cutting on shale shaker. "
18/05/2014,FN2,"Open well. Establish circulation (1000 lpm, 3850 psi). Max gas 98%. Increase MW to 1.56 SG.  ===00:00 - 06:00 Operations=== 00:00 - 01:15 Cont circulation (1000 lpm, 3850 psi). Max gas 98%. Increase MW to 1.56 SG. Gas down to 4.6%. 01:15 - 02:00 Flow check - hole static. Take SCR. 02:00 - 06:00 Cont to drill 6-1/8"" hole from 4071 m to 4168 mMD/2898 mVD. No losses. Well path: 122.8 m right and 16.39 m above to the plan"
18/05/2014,FN1A,"RIH back to 1870 m. Establish circulation in stage to 3200 lpm, 2600 psi - good return & no losses. Observe lot of cutting on shale shaker after bottom up. Circulate 4 bottoms up. Back ream out to 1840 m."
18/05/2014,FN1A,"Establish circulation in stage to 2650 lpm, 1900 psi - good return & no losses. Observe lot of cutting on shale shaker after bottom up. "
18/05/2014,FN1A,"Establish circulation in stage to 2700 lpm, 2200 psi - good return & no losses. Observe lot of cutting on shale shaker after bottom up. "
18/05/2014,FN1A,Ream down from 1870 m to 1903 m. Work string with 1000 lpm flow rate to established return. Total loss 65.2 m3.
18/05/2014,F3,"Circ bottoms up with 800 lpm, 2890 psi. Geologist confirm TD (FM2A, Sample 90% Clyst, 10% Sst). Perform pump off test 15 mins. Pump 4m3/8m3 Lovis/Hi den pills and circ Pills out/hole clean. Hole size from Pill = 6.46"". Pump off gas 4%. Raise MW from 1.58 to 1.59 SG. Observe losses 0.3-0.4 m3/hr.  - Start/Stop pump gently to reduce ballooning effect. "
01/06/2014,C3,"Perform MPD cased hole fingerprinting. - Circulate bottom up thru by pass line and record system friction losses on all line - Calibrate flow meter, test pressure relieve choke, simulate dynamic FIT and MPD flow check"
01/06/2014,B2,"Hold PJSM. Spot Hivis#1 (3405 m - 3347 m).  Pump 7.2 bbls of Hivis. Displace w/ 125 bbls of 1.67 sg SDF. (300 lpm, 400 psi). No loss."
01/06/2014,B2,"Perform Cmt plug across 7"" Csg shoe (3347 m - 3130 m). Install pump in sub. Cmt unit pump 30 bbls of Mud push spacer. P/T surface line to 2500 psi, ok. Mix & pump 29 bbls of 1.91SG Cmt slurry. Pump 14.96 bbl of Mud push spacer. Displace Cmt w/ 93.8 bbls of 1.67 SG SDF, 3 bbl under displacement. Loss 5 bbl during cementing."
01/06/2014,B2,POOH from 3492 m to 3405 m. No Gain/Loss. 
01/06/2014,B2,"Circulate Btm up by stage pump up from 200 lpm (250 psi) to 300 psi (380 psi).  Note: - Max gas 18.37%,  Loss 13 bbl.           - MWout range 1.64 - 1.81 SG."
01/06/2014,B2,"Circulate & clean Cmt stinger (1350 lpm, 3300 psi). Max gas 0.7% No Loss.  Note: - Observe 40 bbl of contaminated mud return to surface."
01/06/2014,F9,"Perform MPD dynamic FIT. Establish ballooning gradient at 1.69 SG EMW (with MW 1.54 SG, MPD back pressure 700 psi at 3260 mTVD. Loss 4 bbls, loss rate 8 bbl/hrs"
01/06/2014,F1,"Continue drill 6-1/8"" hole from 3703 m to 3751 mMD/ 3401.5 mTVD BHCT 176.00?C @ 3721.3 mMD/ 3376.4 mTVD BG 0.70% Max gas 17.86 % @ 3670 m Parameter: Undergauge WOB 13-15 klbs, 930-1030 lpm, 3000-3300 psi, 120 rpm, 5-9 kft-lbs. Full gauge WOB 13-15 klbs, 930-1030 lpm, 3300-3600 psi, 120 rpm, 5-9 kft-lbs. Pick up wt 253 klbs, Slack off wt 210 klbs, Rotate wt 210 klbs  ========00:00 - 06:00 hrs Operation======== 00:00 - 00:45 hrs Drill 6-1/8"" hole from 3751 m to 3761 mMD/ 3410 mTVD (TD) 00:45 - 02:00 hrs Circulate bottom up (950 lpm, 3600 psi) 02:00 - 02:15 hrs Perform MPD static flow check to 1.62 SG EMW observe 0.3 bbls influx. Hold 15 min, well static at 1.62 SG EMW (410 psi back pressure) 02:15 - 03:00 hrs Circulate bottom up after MPD flow check (970 lpm, 3450 psi) Note: - Observe 2.28% connection gas at btm up, indicate hole not underbalance at 1.62 SG 03:00 - 03:30 hrs Perform MPD static flow check to 1.61 SG EMW observe 0.5 bbls influx. Hold 15 min, well static at 1.61 SG EMW (360 psi back pressure) 03:30 - 04:30 hrs Circulate bottom up after MPD flow check (970 lpm, 3650 psi) Note: - Observe 1.38% connection gas at bottom up 04:30 - 05:00 hrs Perform MPD static flow check to 1.60 SG EMW observe 0.6 bbls influx. Hold 15 min, well static at 1.60 SG EMW (310 psi back pressure) 05:00 - 05:15 hrs Circulate hole 10 min (930 lpm, 3450 lpm) 05:15 - 05:30 hrs Perform MPD static flow check to 1.59 SG EMW observe 0.4 bbls influx. Hold 15 min, well static at 1.59 SG EMW (260 psi back pressure) 05:30 - 06:00 hrs Circulate bottom up after MPD flow check (970 lpm, 3650 psi) Note: - Apply back pressure when circulate, loss 6 bbls at 1.69 SG ECD.              Ballooning gradient 1.69 SG"
01/06/2014,G7,"Perform VSP logging. (Total 88 points)  00:00 - 06:00 operation ============================ 00:00 - 00:15 hrs POOH & L/D QAST logging tool. Note: - BHST 197.78 ?C at 3750.65 mMD/ 3401.16 mTVD, 48 hrs 30 mins after EOC 00:15 - 01:00 hrs R/D wireline equipment. 01:00 - 02:00 hrs L/D 6-1/8"" BHA from derrick. 02:00 - 02:15 hrs Hold PJSM. R/U 3-1/2"" tubing handling equipment. 02:15 - 02:45 hrs M/U & RIH 3-1/2"" Cmt stinger w/ mule shoe to 215 m. 02:45 - 06:00 hrs RIH 3-1/2"" Cmt stinger on 4"" DP from 215 m to 1930 m. Note: - Break circulation at 1640 m w/ 300 lpm (120 psi). No loss.   "
01/06/2014,B2,"M/U circulating swage and line. Circulate hole clean with 1.33 SG WBM (1200 lpm, 180 psi). R/D circulating swage. Max gas 0.12%, MW in/out 1.33 SG WBM No loss."
01/06/2014,B2,"RIH 3-1/2"" Cmt stinger from 3278 m to 3753 m. No Gain/loss."
01/06/2014,B2,"Establsih circulation & reciprocate string from 3753 m to 3724 m. (100-300 lpm, 350-950 psi, 10-50 rpm, 3-5 kft.lbs). Loss 200 bbl. "
01/06/2014,B2,"RIH 3-1/2"" Cmt stinger on 4"" DP from 215 m to 3278 m. (7"" Csg shoe). No loss. Note: - Break circulation at 1640 m w/ 300 lpm (120 psi). "
01/06/2014,B2,"POOH 3-1/2"" Cmt stinger on 4"" DP from 3695 m to 3492 m. No Gain/Loss.  00:00 - 06:00 hrs Operation   =========================== 00:00 - 00:30 hrs POOH from 3492 m to 3405 m. No Gain/Loss. 00:30 - 04:00 hrs Circulate Btm up by stage pump up from 200 lpm (250 psi) to 300 psi (380 psi). Note: - Max gas 18.37%,  Loss 13 bbl.           - MWout range 1.64 - 1.81 SG. 04:00 - 04:15 hrs Flow check, Observe well ballooning by decreasing trend from 27 bbl/hr to 8.4 bbl/hr. Gain 6 bbl. 04:15 - 05:30 hrs Hold PJSM. Spot Hivis#1 (3405 m - 3347 m).  Pump 7.2 bbls of Hivis. Displace w/ 125 bbls of 1.67 sg SDF. (300 lpm, 400 psi). No loss. 05:30 - 05:45 hrs POOH 3-1/2"" Cmt stinger on 4"" DP from 3405 m to 3347 m. 05:45 - 06:00 hrs Perform Cmt plug across 7"" Csg shoe (3347 m - 3130 m). "
01/06/2014,B2,"Rack back stand. Circulate hole from 3724 m to 3695 m by stage pump up from 150 lpm (600 psi) to 300 lpm (800 psi) while reciprocate & rotate pipe w/ 50 rpm, 3-5 kft.lbs.  Loss 135 bbl"
01/06/2014,F9,"Perform Static flow check to 1.58 sg observe 1.7 bbls in 3 min, well not static indicating hole underbalance at 1.58 SG. Perform MPD dynamic FIT while circulating btm's up.  Note: - Establish ballooning gradient at 1.69 SG EMW with 6.5 bbls/hrs loss.           - Estimate Well at balance at 1.59SG EMW (Max formation Pressure)"
01/06/2014,F4,"Circulate & displace hole from 1.54 SG to 1.67 SG by increasing mud weight to 1.58 SG, 1.62 SG & 1.67 SG respectively while controlling ECD between 1.66-1.69 SG (Ballooning gradient).   Note: - Bottoms up gas from 1.58 sg static flow check above was 11.09%          - Total losses of 5 bbl while displacing hole from 1.62 SG to 1.67 SG. "
01/06/2014,F9,"Perform MPD dynamic FIT. Establish ballooning gradient at 1.73 SG EMW (with MW 1.56 SG, MPD back pressure 738 psi at 3058 mTVD. Loss 19 bbl during test, loss rate 50 bbl/min"
01/06/2014,F8,"Consult with town on forward plan due to possibility of encountering higher formation pressure and inability to circulate kill mud without losses meanwhile circulate hole (980 lpm, 2870 psi). Decision made to continue drilling to 3280 mTVD (Depth of last target) Note: - At formation pressure 1.55 SG EMW, Kill MW will be 1.63 SG and ECD when circulate will              equal 1.73 SG (ballooning gradient)           - To circulate kill mud for formation pressure 1.55 SG or higher will cause the ECD to              exceed ballooning gradient"
05/06/2014,F1,"Drill 12-1/4"" hole (RSS/MWD/GR-Res-Neu-Den-Sonic/PWD) from 1119 m to 1740 mMD/1722.4 mTVD, 1.25-1.30 SG SDF. BHCT 87C. Max Gas: 12.7%@1234 mMD/1222.9 mTVD, 10.1%@1475 mMD/1460.8 mTVD; BG 0.6% No losses and connection gas. Rotate: WOB 10-16 klbs, 180 rpm, 3400 lpm, SPP 2700-3300 psi P/U wt 195 klbs, S/O wt 165 klbs, Rot wt 182 klbs. Torque on/off bottom = 5-9/2-4 kft-lbs. Total rotate 621 m/15.1 hrs. Avg ROP 41.1 m/hr. - Top of 2E: 1280 mMD/1248.5 mTVD - Top of 2D: 1580 mMD/1740 mTVD - Increase MW from 1.25 to 1.30 SG at 1580 mMD/1564 mTVD. - Pump tandem pill (Low dens/Hi-vis) every 200 m drilled, cuttings increase 20-30%. - Control on bottom ROP 40-50 m/hr for hole cleaning. - Back ream full stand prior to make connection for hole cleaning. - PWD ECD/ESD = 1.27-1.29/1.25-1.26 SG EMW (1.25 SG SDF). - PWD ECD/ESD =1.32-1.33/1.30-1.31 SG EMW (1.30 SG SDF). - Last survey@1711.8 mMD/1694.5 mTVD; 9 Inc/74.6 Azi: 0.2 m below/2.2 m right - Mud cooler temp in/out = 62/52C, Flow line temp 68C ===== 00:00-06:00 hrs Operations ===== 00:00-06:00 hrs Drill 12-1/4"" hole (RSS/MWD/LWD/PWD) from 1740 m to 1903 mMD/1883 mTVD, 1.30-1.35 SG SDF. ECD 1.36 SG BHCT 90C.  BG 0.6%, No losses and connection gas. - Increase MW from 1.30 to 1.35 SG at 1748 mMD/1730 mTVD. - Last survey at 1884.5 mMD/1865.1 mTVD; 9 Inc/76.4 Azi, 0.1 m below and 0.2 m right"
05/06/2014,F1,"Drill 12-1/4"" hole (RSS/MWD/LWD/PWD) from 1926 m to 2033 mMD/2011.7 mTVD (section TD), 1.30-1.35 SG SDF. BHCT actual/expected 94/118 C. BG 0.6-0.8%; Max gas 9.9%@ 1870 mMD/1850.8 mTVD, 22.52%@ 1933 mMD/1913 mTVD, 9.7%@ 1940 mMD/1919.4 mTVD. No losses and connection gas. Rotate: WOB 10-20 klbs, 180 rpm, 3400 lpm, SPP 3300-3700 psi P/U wt 205 klbs, S/O wt 176 klbs, Rot wt 186 klbs. Torque on/off bottom 5-13/4-5 kft-lbs. Total rotate 293 m/7.53 hrs. Avg ROP 38.9 m/hr. - Pump tandem pill (Low dens/Hi-vis) every 200 m drilled, cuttings increase 15-20%. - Control on bottom ROP 40-50 m/hr for hole cleaning. - Back ream full stand prior to make connection. - Mud cooler temp in/out 66/57 C, Flow line temp 68C - PWD ECD/ESD = 1.32-1.33/1.30-1.31 SG EMW (1.30 SG SDF). - PWD ECD/ESD = 1.34-1.36/1.35 SG EMW (1.35 SG SDF). - Perform pump off test at 1954 mMD/1933.7 mTVD. Pump off gas 1.2% BG 0.4% - Projection at TD; 8.96 Inc/78.36 Azi. 0.1 m below and 0.08 m left."
05/06/2014,F4,"Pump tandem pill (25 bbls Low-vis/50 bbls Hi-den). Circulate pill out. Bottom up sample 90% CLYST 5% SST 5% COAL. Perform pump off test. Pump off gas 0.5% BG 0.4%. Circulate hole clean (3400 lpm, 3600-3700 psi, 180 rpm). No losses. Hole size from propane first/peak = 12.38""/12.62"", hole size from Low-vis/Hi-dens = 12.21""/12.49"""
05/06/2014,C2,"Hold PJSM. R/U cement head and line. Circulate prior to cement job (1200 lpm, 415 psi). No losses. Max gas 8.9%"
05/06/2014,C2,"Drop top plug. Cement unit displace cement 5 bbls of 1.35 SG SDF. Line up to rig pump, displace cement with rig pump 481.6 bbls of 1.35 SG SDF, bump plug at 4830 strokes (97% MP eff) with 1600 psi (500 psi above final pumping pressure). Pressure test casing to 4000 psi. Bleed off pressure, no back flow (2 bbls bleed back volume). CIP 20:57 hrs. No losses during cement job. Pure spacer return 140 bbls and dump 5 bbls contaminated cement."
05/06/2014,C1,"P/U shoe jt and check float, Ok. RIH with intermediate jt and float collar. Check float, Ok. RIH 9-5/8"" casing FOX 47# P110 R3 to 2001.9 m. Avg speed 16 jts/hr. Loss 19 bbls while RIH 9-5/8"" casing. Note: - At 13-3/8"" shoe, Install PS-21 slips, observe PS-21 mulfunction, continue RIH with hand slip. - Break circulation at 13-3/8"" shoe (1020 lpm, 212 psi)."
05/06/2014,F4,"Take TD survey. Pump 1st tandem pill. Perform swab test with 1.80 SG SDF (PWD 1.72SG). Circulate hole clean (1900 lpm, 3300 psi, 100 rpm, 5 kft-lbs). Note: 1900 lpm to keep ECD below 1.86 SG (1.80 SG SDF)  ===== 00:00-06:00 hrs Operations ===== 00:00-01:45 Continue to circulate hole clean. Swab gas 2.95%/ BG 0.4% (PWD 1.72 SG). Pump 2nd tandem pill. Circulate hole clean (1700-1900 lpm, 2600-3300 psi, 100 rpm, 5 kft-lbs) ECD 1.84-1.86 SG. Perform pump off test, pump off gas 1.26%/ BG 0.4% BG. No losses. 01:45-04:45 Take SCRs. Flow check, hole static. Back ream out (1700 lpm, 2400-2600 psi, 4-5 kft-lb) from 2503 to 9-5/8"" casing shoe at 2031 m. No losses. 04:45-05:45 Circulate hole clean at 9-5/8"" casing (1700-1900 lpm, 2400-3000 psi). No losses.ECD 1.84 SG BHCT 90 C. 05:45-06:00 Flow check, hole static."
05/06/2014,F1,"Drill 8-1/2"" hole (Motor/MWD/GR-Res/PWD) from 2036 m to 2503 mMD/2474.9 mTVD (TD Section), 1.65-1.80 SG SDF. BHCT 116C, BG 0.4-0.8%, Max gas 19.1%@2377.5 mMD/2351.4 mTVD, 10.1%@2404.5 mMD/2378.1 mTVD, 19.1%@2410.5 mMD/2383.5 mTVD, 8.2%@2441 mMD/2414 mTVD, 6.8%at2485 mMD2457.2 mTVD. No losses. Rotate: WOB 5-10 klbs, 70-80 rpm, 1800-2200 lpm, 2300-4300 psi. Slide: WOB 5-10 klbs, 2200 lpm, SPP 3700-3900 psi. P/U wt 200 klbs, S/O 170 klbs, R/T wt 182 klbs. Torque on/off bottom 6-8/4-5 kft-lb. Rotate 421 m/10.65 hrs, ROP 39.5 m/hr. Slide 49 m/4.58 hrs, ROP 10.7 m/hr. - Top of 2C at 2050 mMD/2028.6 mTVD. - Control on bottom ROP 30-50 m/hr for hole cleaning/LWD real time data. - Pump tandem pill (Low dens/Hi-vis) every 200 m drilled, cuttings increase 10-30%. - Back ream full stand prior to make connection for hole cleaning. - Increase MW from 1.65 SG to 1.70 SG at 2036 mMD/2015 mTVD, 1.70 SG to 1.75 SG at 2074 mMD/2052mTVD, 1.75 SG to 1.78 SG at 2135 mMD/2112mTVD - PWD ECD/ESD = 1.73/1.66 SG EMW (1.70 SG SDF). - PWD ECD/ESD = 1.77-1.80/1.73 SG EMW (1.75 SG SDF). - PWD ECD/ESD =1.82-1.84/1.74-1.75 SG EMW (1.78 SG SDF). - PWD ECD/ESD =1.84-1.86/1.77 SG EMW (1.80 SG SDF). - Swab test at 2421.8 mMD/2395.3 mTVD with 1.78 SG SDF (PWD 1.70 SG): Swab gas 2.41%/ BG 0.8%, Increase MW slowly to 1.80 SG whilst drilling last stand from 2479 m. - Observe connection gas 2.15%/BG 0.8% at 2479 m (PWD 1.75 SG) - Projection at TD; 10 Inc, 81 Azi, 6.5 m above, 2.2 m right"
